id,공고번호,공고제목,발주처(수요기관),지역제한,기초금액,예정가격,예가범위,A값,투찰률(%),참여업체수,공고구분표시,정답사정률(%),010_001,010_002,010_003,010_004,010_005,010_006,010_007,010_008,010_009,010_010,020_001,020_002,020_003,020_004,020_005,020_006,020_007,020_008,020_009,020_010,020_011,020_012,020_013,020_014,020_015,020_016,020_017,020_018,020_019,020_020,050_001,050_002,050_003,050_004,050_005,050_006,050_007,050_008,050_009,050_010,050_011,050_012,050_013,050_014,050_015,050_016,050_017,050_018,050_019,050_020,050_021,050_022,050_023,050_024,050_025,050_026,050_027,050_028,050_029,050_030,050_031,050_032,050_033,050_034,050_035,050_036,050_037,050_038,050_039,050_040,050_041,050_042,050_043,050_044,050_045,050_046,050_047,050_048,050_049,050_050,100_001,100_002,100_003,100_004,100_005,100_006,100_007,100_008,100_009,100_010,100_011,100_012,100_013,100_014,100_015,100_016,100_017,100_018,100_019,100_020,100_021,100_022,100_023,100_024,100_025,100_026,100_027,100_028,100_029,100_030,100_031,100_032,100_033,100_034,100_035,100_036,100_037,100_038,100_039,100_040,100_041,100_042,100_043,100_044,100_045,100_046,100_047,100_048,100_049,100_050,100_051,100_052,100_053,100_054,100_055,100_056,100_057,100_058,100_059,100_060,100_061,100_062,100_063,100_064,100_065,100_066,100_067,100_068,100_069,100_070,100_071,100_072,100_073,100_074,100_075,100_076,100_077,100_078,100_079,100_080,100_081,100_082,100_083,100_084,100_085,100_086,100_087,100_088,100_089,100_090,100_091,100_092,100_093,100_094,100_095,100_096,100_097,100_098,100_099,100_100
390,20240420371-00,6호선 디지털미디어시티역 외 3역 화장실 시설개량 정보통신공사,서울교통공사,서울,64815400,64436925,+3% ~ -3%,4139923,87.745,1107,기/A값/수의,-0.58393,0,5,54,174,354,340,149,24,3,1,0,0,1,4,11,43,69,105,182,172,211,129,89,60,16,8,3,0,0,1,0,0,0,0,0,0,1,0,0,4,3,2,13,13,23,22,30,33,35,54,48,82,90,67,67,76,88,84,55,37,39,34,28,34,14,8,6,3,4,3,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,2,1,1,1,6,7,4,9,11,12,16,6,15,15,17,16,12,23,20,34,24,24,42,40,52,38,32,35,36,31,30,46,50,38,47,37,33,22,19,18,20,19,21,13,16,12,18,16,10,4,3,5,4,2,2,1,2,2,1,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
391,20240414009-00,"6,8호선 전력 RTU 개량 정보통신공사",서울교통공사,서울/경기,627114700,623646825,+3% ~ -3%,38063052,87.745,2599,기/A값/순,-0.55299,1,14,138,441,834,769,305,72,14,1,0,1,3,11,36,102,185,256,430,404,379,390,179,126,52,20,9,5,1,0,0,0,0,1,0,0,0,3,3,8,15,18,25,42,38,55,85,80,84,137,124,191,216,176,127,139,155,208,175,92,70,72,68,58,37,23,22,10,14,3,8,1,0,2,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,1,2,3,5,3,12,6,12,3,22,19,23,22,16,24,31,37,48,45,35,32,52,67,70,57,67,91,100,115,101,86,90,72,55,62,77,73,82,85,123,112,63,46,46,38,32,40,32,37,31,30,28,16,21,11,12,10,12,7,3,3,11,1,2,6,2,1,0,0,0,1,1,2,1,0,1,0,0,0,0,0,0,0,0
392,20240415243-00,2호선 사당역 개집표기 이설공사,서울교통공사,서울,73514360,72590150,+3% ~ -3%,4144753,87.745,1094,기/A값/수의,-1.25719,0,4,40,170,355,341,147,24,5,0,0,0,0,4,8,32,58,112,171,184,195,146,95,52,18,6,3,2,0,0,0,0,0,0,0,0,0,1,0,3,5,2,5,11,17,20,22,31,40,57,56,80,77,82,60,70,77,89,60,45,40,34,34,22,17,12,6,2,2,2,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,4,2,0,1,4,4,7,10,7,9,11,7,15,16,15,15,25,22,35,31,25,36,44,35,42,46,36,31,29,35,35,34,43,48,41,32,28,16,29,20,20,17,17,21,13,9,13,6,11,6,6,4,2,0,2,2,0,2,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
393,20240414748-00,공동구 디지털 무선통신설비 설치공사,서울시설공단,서울,42434000,42742975,+3% ~ -3%,819448,87.745,1020,기/A값/수의,0.72813,0,2,43,152,310,360,120,25,5,0,0,0,0,2,7,36,58,94,153,157,186,174,70,50,16,9,3,2,0,0,0,0,0,0,0,0,0,1,0,1,2,4,3,9,25,20,17,30,41,44,58,64,70,63,55,58,80,93,78,51,31,28,20,23,18,11,5,5,2,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,2,2,1,2,4,5,13,12,9,11,8,9,21,9,19,22,17,27,30,28,28,36,31,39,33,30,28,27,35,23,32,48,48,45,41,37,27,24,14,17,17,11,11,9,13,10,10,8,5,6,4,1,0,5,2,0,2,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
403,20240344921-00,2024년 노후 AFC분전함 개선 및 개집표기 이설공사,서울교통공사,서울,190605000,188582250,+3% ~ -3%,14121076,87.745,1018,기/A값/순,-1.06123,0,6,63,153,312,325,126,23,4,0,0,0,1,5,17,46,47,106,146,166,172,153,75,51,15,8,3,1,0,0,0,0,0,0,0,0,1,0,2,3,7,7,8,18,23,16,23,24,46,44,43,70,74,71,54,53,79,73,65,55,30,29,24,25,18,10,4,3,1,5,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,2,4,3,2,5,3,5,4,14,12,11,7,9,11,12,8,16,21,25,16,28,17,26,40,30,33,41,37,34,32,22,23,30,45,34,40,33,36,29,29,26,17,13,13,16,16,8,11,14,8,10,4,6,1,3,1,2,1,0,4,1,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405,20240346473-00,대림3동 공공복합청사 건립 통신공사,서울특별시,서울,293821000,293240750,+3% ~ -3%,19268843,87.745,1071,기/A값/순,-0.19749,0,5,50,159,382,303,133,28,6,2,0,0,0,5,21,29,52,107,195,187,154,149,82,51,22,6,5,1,2,0,0,0,0,0,0,0,0,0,2,3,8,6,9,12,15,20,25,19,46,49,79,73,79,82,69,59,60,78,53,53,46,28,19,18,22,11,8,5,2,2,3,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,4,4,1,5,7,2,5,7,7,8,10,10,16,9,7,12,25,21,19,30,33,46,37,36,43,36,33,49,43,26,32,27,30,30,35,43,35,18,30,23,32,14,16,12,8,11,8,10,10,12,8,3,3,5,3,2,2,0,1,1,1,2,0,2,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
412,20240346217-00,서울애니메이션센터 대체공간 원상복구 공사(통신) (긴급공고),(재)서울경제진흥원,서울,126400000,124727150,+3% ~ -3%,8981933,87.745,1187,기/A값/수의,-1.32346,0,7,59,222,366,338,157,30,2,1,0,0,1,6,21,38,73,149,202,164,165,173,100,57,24,6,1,1,1,0,0,0,0,0,0,0,0,1,2,4,6,12,8,15,18,17,44,32,53,76,96,65,72,71,62,60,74,78,73,53,45,39,28,24,21,20,1,6,0,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,3,3,3,7,5,3,5,10,5,11,7,9,8,21,23,12,20,20,33,36,40,46,50,26,39,41,31,37,34,30,32,31,29,35,39,31,47,42,31,28,25,24,21,23,16,16,12,10,14,7,14,11,9,1,0,3,3,0,0,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
413,20240346128-00,도림천 등 2개역 화장실 확충 정보통신공사,서울교통공사,서울,46123500,45758350,+3% ~ -3%,2368374,87.745,1030,기/A값/수의,-0.79168,0,7,38,134,371,290,155,26,2,0,0,0,1,6,13,25,56,78,160,211,155,135,102,53,18,8,1,1,0,0,0,0,0,0,0,0,1,1,2,3,3,4,8,9,14,21,24,23,25,41,45,66,97,105,58,47,67,76,49,51,47,42,21,27,18,13,5,2,2,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,1,2,1,2,2,2,6,2,5,4,8,6,12,9,11,13,11,12,11,14,10,31,26,19,28,38,49,48,51,54,34,24,20,27,38,29,41,35,27,22,28,23,29,18,24,18,13,8,14,13,9,9,8,5,4,1,0,2,1,1,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
414,20240337116-00,악취저감사업 계측제어공사,서울특별시,서울,62300000,62097550,+3% ~ -3%,3129451,87.745,986,기/A값/수의,-0.32496,0,5,41,163,322,273,146,29,3,1,0,0,0,5,11,30,56,107,151,171,157,116,89,57,23,6,0,3,0,1,0,0,0,0,0,0,0,0,3,2,4,4,4,13,16,19,27,33,32,52,61,58,69,90,44,75,48,64,42,44,47,27,23,27,22,13,7,6,3,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,1,3,3,1,3,1,7,6,8,8,8,11,11,16,10,23,17,15,19,33,22,39,30,28,32,37,37,53,22,22,36,39,30,18,34,30,20,22,24,20,30,17,12,15,15,8,15,12,11,11,6,7,5,2,3,3,2,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0
419,20240336099-00,당고개역 하선 승강장 승무대기실 조성 정보통신공사,서울교통공사,서울,37354700,37710275,+3% ~ -3%,432510,87.745,987,기/A값/수의,0.95188,0,3,48,152,309,307,135,27,2,1,0,0,0,3,10,38,46,106,156,153,151,156,83,52,20,7,1,1,0,1,0,0,0,0,0,0,0,0,1,2,5,4,5,17,17,17,16,29,35,55,61,60,56,73,59,42,72,75,68,50,37,26,33,18,21,13,5,4,2,3,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,3,3,1,1,4,6,11,9,8,6,11,9,7,13,16,16,19,27,28,33,28,28,32,35,21,28,45,33,26,20,22,37,35,37,38,34,34,24,26,26,11,10,16,20,13,11,7,9,12,7,6,3,2,2,2,2,0,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
420,20240331648-00,경복궁역 메트로미술관 유리벽 철거 및 복구 정보통신공사,서울교통공사,서울,32330100,32440550,+3% ~ -3%,1613256,87.745,922,기/A값/수의,0.34163,0,1,33,123,313,288,124,31,4,1,0,0,0,1,8,25,38,85,140,173,158,130,81,43,25,6,1,3,0,1,0,0,0,0,0,0,0,0,1,0,1,5,5,8,14,14,14,18,33,44,44,62,66,80,61,53,67,71,54,43,35,33,26,14,16,13,8,4,4,2,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,4,2,3,3,5,11,3,6,8,7,7,10,8,20,13,23,21,18,26,28,34,34,32,38,42,35,26,25,28,30,37,38,33,28,26,23,20,19,16,17,16,13,13,6,8,10,6,6,7,4,4,4,0,3,1,2,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0
422,20240312219-00,서대문 뇌병변장애인비전센터 건립 대수선 및 리모델링 통신 공사 (긴급공고),서울특별시,서울,191584000,187843375,+3% ~ -3%,12432270,87.745,1072,기/A값/순,-1.95248,0,6,67,175,346,312,129,27,4,2,0,0,0,6,19,48,65,110,174,172,151,161,75,54,22,5,1,3,1,1,0,0,0,0,0,0,0,1,3,2,6,8,7,20,26,20,22,40,45,48,53,77,72,71,73,62,62,66,68,54,36,30,26,24,13,13,7,4,1,2,1,0,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,4,2,4,4,5,2,11,9,16,10,9,11,11,11,23,17,23,22,18,30,25,28,37,40,44,28,31,40,34,39,31,31,25,37,27,39,26,42,29,25,17,19,20,10,9,17,11,13,8,5,5,8,4,3,2,2,1,0,2,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,1,0,0
423,20240311347-00,양곡도매시장 건립 통신공사(장기) (긴급공고),서울특별시/서울특별시,전국/서울,1366635000,1362319925,+3% ~ -3%,85950103,86.745,1102,기/A값/순/의무,-0.31575,0,3,55,179,345,320,158,29,5,4,0,0,1,2,19,36,69,110,168,177,175,145,106,52,16,13,4,1,4,0,0,0,0,0,0,0,0,1,2,0,6,8,10,16,15,19,26,39,40,55,67,60,74,72,72,63,70,76,68,43,53,37,32,22,14,11,5,3,5,5,0,2,2,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,2,4,5,3,5,5,2,14,7,8,6,13,13,13,24,15,14,26,22,33,31,36,30,30,41,33,34,38,43,29,25,38,33,37,42,34,35,33,23,20,32,21,20,17,16,16,10,12,8,6,7,4,4,1,0,3,3,2,2,3,0,0,1,1,2,0,1,0,0,0,1,2,0,1,0,0,0,0,0,0
425,20240310030-00,대림3유수지 종합체육시설 건립 통신공사,서울특별시,서울,321764000,322588575,+3% ~ -3%,20427526,87.745,1028,기/A값/순,0.25626,0,3,42,159,343,323,125,24,4,3,0,0,0,3,7,35,55,104,156,187,156,167,81,44,18,6,3,1,1,2,0,0,0,0,0,0,0,0,1,2,2,3,2,16,19,22,16,34,49,38,52,64,74,84,69,67,61,66,75,54,27,35,27,20,16,10,8,1,3,2,1,2,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,1,2,0,6,10,7,12,11,11,5,11,17,17,19,30,17,21,26,26,28,36,40,34,37,47,42,27,39,28,39,22,28,38,29,46,33,21,14,13,23,12,19,8,8,12,9,7,5,5,3,5,0,1,2,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
429,20240229809-00,가락시장 구)관리금융동 통신시설 이설 공사,서울지방조달청/서울특별시농수산식품공사,전국/서울,1135873000,1140604000,+3% ~ -3%,72351289,86.745,1136,기/A값/순/의무,0.41650,1,3,49,163,375,367,120,40,16,1,1,0,0,3,17,32,55,108,154,221,172,195,72,48,26,14,9,7,1,0,1,0,0,0,0,0,0,0,0,3,6,6,9,11,17,18,25,25,43,52,53,57,79,104,82,64,73,79,75,76,34,26,24,13,23,11,11,7,6,5,5,2,4,2,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,6,0,1,5,5,4,5,6,9,8,12,6,11,14,12,13,16,27,28,24,29,24,24,33,44,35,52,52,39,43,31,33,36,37,35,44,31,44,40,36,14,20,16,10,12,12,4,9,14,9,5,6,6,5,4,3,4,2,3,2,4,1,2,0,2,2,0,2,1,2,0,1,0,0,0,0,0,0,0,0
433,20240239564-00,온수공원(연의지구) 조성사업(통신) (긴급공고),서울특별시,서울,80073000,80004200,+3% ~ -3%,4432279,87.745,1021,기/A값/순,-0.08593,0,4,43,173,319,314,146,20,0,0,0,0,0,4,12,31,70,103,161,158,161,153,94,52,15,5,0,0,0,0,0,0,0,0,0,0,0,1,2,1,3,4,7,13,16,23,26,36,37,51,59,65,73,68,54,70,63,62,57,62,52,31,25,21,17,10,4,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,3,2,2,5,2,5,8,9,7,11,12,12,14,21,15,14,23,22,29,33,26,27,38,37,36,28,40,27,27,39,31,30,33,28,34,32,25,31,31,35,17,13,18,11,14,6,15,11,6,8,2,3,1,1,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
434,20240238164-00,금빛공원 열린광장 조성 공사(통신),서울특별시,서울,72977000,72762675,+3% ~ -3%,4109521,87.745,1019,기/A값/순,-0.29369,0,7,46,131,316,352,142,20,4,0,0,0,1,6,14,32,56,75,150,166,188,164,77,65,17,3,3,1,0,0,0,0,0,0,0,0,1,1,3,2,2,7,11,10,16,21,22,27,28,33,43,70,74,67,62,78,74,81,69,50,38,32,20,28,24,11,6,1,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,1,1,0,2,3,4,5,6,3,7,10,6,8,13,11,11,13,14,14,14,15,18,15,28,30,40,37,37,28,39,32,30,42,36,34,40,36,45,39,30,22,28,18,20,22,10,7,13,10,18,13,11,6,5,3,3,0,1,1,0,0,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
436,20240234134-00,2024년 지하차도 침수감지장치 설치 공사,서울시설공단,서울,278790000,278472225,+3% ~ -3%,11272989,87.745,965,기/A값/순,-0.11399,0,3,44,138,268,367,110,24,5,1,0,0,0,3,15,29,47,91,123,145,182,185,57,53,18,6,3,2,0,1,0,0,0,0,0,0,0,0,2,1,7,4,8,11,14,12,22,24,39,41,33,62,62,67,44,58,76,95,77,61,29,19,16,26,20,13,2,4,1,4,3,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,1,3,4,4,7,4,8,6,9,3,12,10,13,11,13,26,19,22,17,16,24,38,28,34,33,34,21,23,32,26,31,45,48,47,47,30,35,26,15,14,9,10,9,7,13,13,13,7,7,6,2,0,3,1,1,0,2,2,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
437,20240231351-00,2024년 이태원 등 9역 전자설비 이설공사,서울교통공사,서울,72502650,72550375,+3% ~ -3%,4468419,87.745,1096,기/A값/수의,0.06582,0,1,44,149,359,342,165,29,5,0,0,0,0,1,10,34,56,93,159,200,186,156,113,52,25,4,2,3,0,0,0,0,0,0,0,0,0,0,0,1,3,5,6,10,20,15,24,31,31,48,37,78,109,80,55,63,80,83,56,60,47,42,33,22,21,16,4,6,2,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2,3,2,4,3,7,8,12,4,11,13,11,17,14,15,16,20,28,19,18,38,40,44,65,49,31,30,25,24,39,43,37,43,40,28,28,34,26,19,28,17,25,24,9,12,10,13,8,10,6,4,0,5,1,2,0,1,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440,20240228906-00,청량리역등 4개역 전기실 노후설비 개량에 따른 정보통신공사,서울교통공사,서울,67851500,68184525,+3% ~ -3%,4007903,87.745,1070,기/A값/수의,0.49081,1,3,55,157,323,359,134,30,7,0,1,0,0,3,15,40,56,101,172,151,176,183,88,46,26,4,4,3,0,0,1,0,0,0,0,0,0,0,1,2,7,4,8,15,21,17,26,34,34,46,54,63,83,69,54,54,74,99,68,64,32,35,33,19,15,12,10,7,1,0,3,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,4,3,1,3,4,4,5,10,12,9,7,10,15,11,13,21,16,18,20,26,28,26,23,40,55,28,38,31,26,28,28,26,37,37,48,51,39,29,34,30,19,13,24,11,21,12,10,9,9,6,6,6,8,2,4,3,0,1,0,0,2,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
444,20240221882-00,2024년 동작구 방범 CCTV 신규 및 성능개선 정보통신공사 (긴급공고),서울특별시,서울,237600000,236349100,+3% ~ -3%,20160621,87.745,994,기/A값/순,-0.52648,3,3,40,136,265,223,117,24,5,0,3,0,0,3,14,26,54,82,104,161,117,106,73,44,19,5,2,3,0,0,3,0,0,0,0,0,0,1,0,2,5,7,6,8,14,12,28,28,35,33,44,36,50,80,55,42,49,55,26,51,39,21,25,12,20,14,4,2,1,3,2,0,1,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,2,2,5,2,4,3,5,5,9,4,8,13,15,14,14,18,17,13,20,20,24,17,19,24,26,39,41,26,29,24,18,21,28,26,29,12,14,21,30,21,18,11,10,13,12,5,7,12,8,8,6,1,3,1,1,1,0,3,0,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
445,20240214948-00,가락몰 판매동 3층 기반시설 공사(정보통신),서울특별시농수산식품공사,서울,79253000,79708150,+3% ~ -3%,3650150,87.745,1104,기/A값/수의,0.57430,0,3,49,187,331,363,139,27,4,1,0,0,0,3,14,35,76,111,155,176,195,168,78,61,19,8,2,2,0,1,0,0,0,0,0,0,0,1,1,1,3,4,10,15,17,29,33,29,43,53,63,58,62,71,77,74,81,73,71,64,38,31,24,26,20,9,6,6,3,3,0,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,2,2,2,7,3,4,11,13,4,17,12,15,18,14,15,24,19,18,35,32,31,25,33,34,28,34,37,39,38,45,29,41,40,40,33,37,34,34,30,20,18,16,15,9,15,12,14,12,8,3,6,3,3,4,2,2,1,3,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
446,20240210843-00,자양4동 전통시장 공영주차장 건설(통신공사),서울특별시,서울,155926000,157814325,+3% ~ -3%,10320067,87.745,1036,기/A값/순,1.21103,1,8,59,169,346,306,109,33,2,1,0,1,1,7,17,42,65,104,174,172,145,161,60,49,22,11,0,2,1,0,0,0,0,0,1,1,0,0,2,5,5,3,13,21,17,32,17,34,42,44,69,72,61,85,59,60,59,64,76,47,27,25,15,20,22,14,5,8,5,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,1,4,3,2,2,1,9,4,7,14,12,5,20,12,9,8,16,18,18,24,16,28,38,31,38,34,33,28,53,32,33,26,28,32,32,27,26,38,34,42,27,20,20,7,10,15,8,7,11,9,16,6,9,5,3,2,3,5,1,4,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0
448,20240120121-00,강서구 통합신청사 건립공사(통신공사) (긴급공고),서울지방조달청/서울특별시,전국/서울,9348954000,9369521750,+3% ~ -3%,595652878,85.495,481,기/A값/순/의무,0.22000,0,1,22,63,182,143,58,9,2,1,0,0,0,1,6,16,22,41,76,106,88,55,35,23,6,3,1,1,1,0,0,0,0,0,0,0,0,0,0,1,3,2,4,5,8,6,7,16,22,12,22,41,36,41,42,27,43,34,23,16,11,17,13,6,11,5,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1,3,2,3,4,4,2,4,3,4,9,7,10,12,5,7,10,12,19,22,13,23,17,24,17,25,11,16,27,16,18,16,9,14,10,6,6,5,11,6,7,6,2,4,3,8,5,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
452,20240204211-00,탄천센터 감시제어시스템 유지보수(연간단가) (긴급공고),서울물재생시설공단,서울,395008000,394578475,+3% ~ -3%,16177034,87.745,842,기/A값/순,-0.10874,0,4,45,156,257,242,102,29,3,2,0,0,1,3,13,32,59,97,98,159,117,125,56,46,22,7,2,1,1,1,0,0,0,0,0,0,1,0,2,1,4,5,11,10,15,20,23,29,41,43,40,41,47,77,52,41,51,53,49,48,25,21,22,18,16,13,7,3,3,3,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,1,3,3,2,4,7,7,3,8,7,12,8,10,13,16,13,19,22,25,18,21,19,23,18,17,30,33,44,31,21,22,19,34,17,25,28,22,27,28,20,12,13,9,12,10,12,9,9,11,5,10,3,3,4,2,1,3,0,2,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
453,20240201801-00,2024년 빗물펌프장 정보통신설비 유지보수공사(연간단가),서울특별시,서울,95102760,96132525,+3% ~ -3%,4392458,87.745,988,기/A값/수의,1.08279,0,3,46,162,311,300,122,38,3,1,0,0,0,3,14,32,58,104,151,160,146,154,78,44,29,9,2,1,0,1,0,0,0,0,0,0,0,0,0,3,2,9,8,13,14,13,30,27,42,50,55,54,74,69,59,50,55,78,65,52,43,22,20,22,15,13,10,7,4,4,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,5,4,3,5,5,8,6,8,3,10,16,14,15,12,16,26,26,24,27,28,30,24,42,32,29,40,26,33,29,21,27,28,41,37,31,34,35,17,19,24,13,9,13,7,8,14,7,8,8,5,8,2,6,1,2,2,0,4,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
454,20240135819-00,6호선 대흥역 승강편의시설 설치 정보통신공사(60공구),서울교통공사,서울,181110410,181019000,+3% ~ -3%,13673882,87.745,1002,기/A값/순,-0.05048,0,2,44,158,339,323,106,26,1,0,0,0,0,2,14,30,55,103,175,164,181,142,64,42,17,9,0,1,0,0,0,0,0,0,0,0,0,0,0,2,4,7,10,9,14,16,24,32,48,38,57,81,66,70,65,64,76,73,45,65,36,18,17,19,16,9,5,5,5,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,4,3,3,7,3,6,6,8,9,7,10,14,15,17,24,24,16,22,24,33,50,31,37,29,29,41,33,32,35,29,32,44,41,32,24,21,28,37,18,18,9,9,10,7,9,10,9,7,7,2,3,2,3,2,2,3,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
456,20240131264-00,CCTV망 노후설비 정비 시행,서울특별시,서울,290080000,291200475,+3% ~ -3%,18191951,87.745,994,기/A값/순/협정,0.38626,0,3,46,162,307,292,141,39,2,1,0,0,0,3,13,33,71,91,139,168,152,140,104,37,27,12,1,1,0,1,0,0,0,0,0,0,0,0,1,2,6,5,8,10,17,21,33,29,43,36,48,70,43,59,87,51,60,72,51,58,53,36,23,13,16,15,10,7,2,5,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,4,2,1,4,2,6,6,4,7,10,10,11,19,14,17,12,23,20,19,17,26,22,35,35,21,22,28,31,45,42,26,25,31,29,41,31,23,28,27,31,24,29,14,22,15,8,5,8,12,4,8,7,5,5,2,5,0,2,3,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
457,20240131993-00,2024년 수방통신설비 유지보수공사 (연간단가),서울특별시,서울,82390000,81786950,+3% ~ -3%,3932007,87.745,972,기/A값/수의,-0.73195,0,7,56,159,330,260,125,25,3,2,0,0,2,5,13,43,66,93,155,175,135,125,81,44,18,7,1,2,1,1,0,0,0,0,0,1,1,0,1,4,6,4,8,17,21,24,31,26,34,44,39,69,86,83,53,53,54,50,56,47,27,43,18,17,20,12,4,4,4,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,2,2,4,2,2,2,3,5,9,8,8,13,12,12,18,13,11,15,15,19,19,25,22,17,28,41,47,39,44,39,21,32,30,23,32,22,28,22,26,30,26,21,16,11,21,22,11,7,8,9,13,7,4,8,3,1,2,2,1,3,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
